Q7187 gene
Q193563 0
Q19355445 aviation-accident-report
Q193544 0
Q193540 focal-length
Q193521 titanium-dioxide
Q1935107 0
Q193487 Antonov-An-124-Ruslan
Q1934817 road-running
Q1934708 public-holidays-in-the-United-States
Q193463 continuum-mechanics
Q193460 scalar-field
Q193456 temperature-regulation
Q19345241 patrol-submarine
Q1934178 0
Q193379 archon
Q19334558 inshore-minesweeper
Q1932945 business-software
Q193275 small-Solar-System-body
Q1932519 list-of-candidates
Q19324525 0
Q193220 0
Q193210 skydiving
Q19319643 Member-of-the-Hawaii-House-of-Representatives
Q1931791 0
Q193145 0
Q193142 file
Q193139 trajectory
Q1931388 cause-of-death
Q1931224 Sesquilinear-form
Q1931170 Long-take
Q193104 0
Q193097 0
Q193076 0
Q193075 hybrid-vehicle
Q19307174 digital-distribution-platform
Q19305539 0
Q19305384 member-of-the-Senate-of-the-Netherlands
Q193040 Embedded-system
Q193036 acrobatics
Q19302835 oil-recovery-ship
Q19302804 crane-stores-lighter
Q19302461 auxiliary-patrol-boat
Q19302440 civilian-ship
Q19302395 auxiliary-minesweeper
Q19300340 deputy-of-the-National-Congress-of-Honduras
Q1929925 Dye-laser
Q192935 seafood
Q19292403 motor-gunboat
Q19292384 traffic-boat
Q19292278 seaward-defence-boat
Q19292216 general-purpose-vessel
Q19292071 motor-lifeboat
Q19292053 escort-maintenance-ship
Q19292005 harbor-tugboat
Q192907 0
Q192906 0
Q192855 Alternative-media
Q192854 0
Q192852 0
Q192810 Graben
Q19280208 ironclad-floating-battery
Q192781 military-history
Q192779 Tu-16
Q19276319 2-clause-BSD
Q192757 0
Q19275486 persian-king-priest
Q19275238 king-priest
Q192623 looting
Q192571 child-labour
Q192520 sailing
Q1924397 measurement-technology
Q192439 0
Q192425 0
Q1924249 measured-quantity
Q192386 0
Q1923776 civil-code
Q1923231 0
Q192150 0
Q19214824 0
Q192110 self-portrait
Q192078 lenticular-galaxy
Q192068 0
Q192060 0
Q192005 0
Q191944 exoskeleton
Q1919436 pediatrician
Q191890 Commedia-dell'arte
Q191884 inverse-function
Q191866 0
Q191839 aerial-photography
Q191831 0
Q191797 0
Q1917775 music-publisher
Q191701 0
Q1916943 marine-aquarium
Q1916611 0
Q191645 0
Q1916402 0
Q1915979 medal-table
Q19149430 0
Q191494 digraph
Q19147318 0
Q191448 0
Q19137 0
Q191360 0
Q1913301 produce
Q191316 tollway
Q191310 spinel
Q191307 0
Q191192 Giants
Q191159 working-class
Q191154 Surfactant
Q191134 Centrifuge
Q191081 logical-conjunction
Q191057 Salafi-movement
Q190977 0
Q19097 0
Q190928 shipyard
Q19088 eukaryote
Q190780 limb
Q190771 bathroom
Q1907525 pistol
Q1906952 Mascoian-languages
Q190549 functional-analysis
Q1905393 inauguration
Q19052 0
Q190512 tear-gas
Q190502 0
Q190426 magnetar
Q190401 0
Q190399 pamphlet
Q190397 irregular-galaxy
Q1903785 0
Q190375 historical-linguistics
Q190354 bantustan
Q190353 0
Q1902558 soft-drugs
Q190227 0
Q190172 cymbal
Q190120 water-vapor
Q190117 automotive-industry
Q190107 weather-station
Q1900672 0
Q1900600 0
Q190056 Hilbert-space
Q190046 ellipsoid
Q19001175 bacterial-pneumonia
Q19001015 chronic-kidney-failure
Q19000999 childhood-leukemia
Q19000899 normocytic-anemia
Q19000842 inverted-follicular-keratosis
Q19000841 bladder-transitional-cell-papilloma
Q19000807 tauopathy
Q19000757 adrenal-adenoma
Q19000687 lymphopenia
Q19000632 gray-zone-lymphoma
Q19000628 subvalvular-aortic-stenosis
Q19000546 pulmonary-neuroendocrine-tumor
Q19000481 ovarian-cyst
Q19000449 elephantiasis
Q19000434 apocrine-adenocarcinoma
Q19000397 angiokeratoma
Q19000392 mesoblastic-nephroma
Q1899943 entertainer
Q18997395 0
Q189956 aphthous-stomatitis
Q18992912 0
Q189929 naval-mine
Q189900 information-security
Q189888 marionette
Q18987137 Ohdo-syndrome
Q189859 steam-turbine
Q189854 metropolitan-bishop
Q1898464 naval-aviation
Q1898246 vertical-lift-bridge
Q18980245 Minimum-track-gauge
Q189774 0
Q18975986 uremia
Q18975607 hermaphroditism
Q189756 0
Q18975576 plexopathy
Q18975338 papillary-adenocarcinoma
Q18975319 gingivitis
Q189753 modern-paganism
Q18975055 reflex-epilepsy
Q18975040 nephrosis
Q18972245 male-surname
Q189722 Emacs
Q18971565 gastroenteritis
Q18971540 keratopathy
Q18971537 hidradenitis
Q18968209 adenosarcoma
Q18967331 intermediate-uveitis
Q18967321 telangiectasis
Q18967158 dysentery
Q18967139 fetishism
Q18967041 hemosiderosis
Q18966889 neonatal-diabetes-mellitus
Q18966854 fungal-meningitis
Q18966586 hemiplegia
Q18966470 interstitial-nephritis
Q18966403 conjunctival-pterygium
Q18966364 prolymphocytic-leukemia
Q18966323 viral-meningitis
Q189594 Islamic-art
Q189570 0
Q18952564 Member-of-the-House-of-Lords
Q18950114 destroyer-minelayer
Q18949903 radar-picket-ship
Q189475 0
Q189472 freestyle-skiing
Q189439 revision-control-system
Q18939591 0
Q189376 reduced-instruction-set-computing
Q189335 0
Q18932756 visceral-heterotaxy
Q1893102 0
Q18930236 philosopher-of-language
Q18930007 political-philosopher
Q18928328 aspiration-pneumonia
Q1892410 home-mortgage-interest-deduction
Q189218 0
Q1892146 0
Q189206 vesicle
Q189203 0
Q189201 chamber-music
Q18918145 academic-journal-article
Q18918137 ice-hockey-game
Q18917976 Anglican-diocese
Q18915989 Member-of-the-Hellenic-Parliament
Q189131 bionics
Q18912794 Member-of-the-Australian-House-of-Representatives
Q189085 pastel
Q1889337 0
Q188914 0
Q18890587 radiologist
Q1889 0
Q18887908 member-of-House-of-Representatives-of-the-Netherlands
Q188847 environmental-science
Q188844 0
Q18882653 member-of-the-Senate-of-Chile
Q188823 0
Q1888151 Mambiloid-languages
Q188804 0
Q188759 indirect-democracy
Q1887426 0
Q188734 0
Q188686 0
Q188675 Signature
Q188669 0
Q1886589 0
Q188655 salami
Q188651 photochemistry
Q188575 0
Q188543 0
Q188531 0
Q188518 0
Q188517 0
Q188507 apartment
Q188463 spectrometer
Q188462 canon-law
Q18844919 group
Q188449 0
Q188444 0
Q188285 motet
Q188245 polyester
Q18822 global-positioning-system
Q188213 state-religion
Q18814623 autobiographer
Q18812548 campaign
Q18812508 module
Q188121 0
Q18811 0
Q18810091 census-division-of-Canada
Q188094 economist
Q18805 naturalist
Q1879820 0
Q187956 intermodal-container
Q1878344 Luxury-train
Q18783400 genre-of-sculpture
Q187819 0
Q18779194 0
Q187776 0
Q187685 doctoral-thesis
Q187661 0
Q187659 kana
Q187634 emulsion
Q18760388 retail-building
Q18760306 residential-and-commercial-building
Q1875615 0
Q18749789 infrared-spectrometer
Q18733 0
Q18729403 non-negative-real-number
Q187255 rheumatoid-arthritis
Q1872263 0
Q1872262 dairy-drink
Q187223 lagoon
Q187140 beaker
Q18713403 Bipedal-robot
Q187126 glycoprotein
Q18709556 helicopter-cruiser
Q18707261 mental-health-nurse
Q187051 newspaper-format
Q1869909 0
Q18698858 0
Q186986 etching
Q186915 phospholipid
Q18690969 meeting-point
Q186819 headphones
Q1867613 Lockheed-12
Q18670606 tehsil-of-Pakistan
Q18668248 landing-support-vessel
Q18668171 orderable-Wikidata-property
Q1866814 AL-21
Q18663765 stud-farm
Q18663551 sled-dog-sport
Q18653 encoding
Q186529 0
Q1865281 whale
Q186517 0
Q18648758 type-command
Q18648757 0
Q1864662 0
Q18646422 0
Q18642164 functional-command
Q186408 0
Q1864008 legal-act
Q186393 counterpoint
Q1863882 oboe-concerto
Q186370 troubadour
Q18636233 Wikidata-property-for-a-person-related-event
Q18636219 Wikidata-property-with-datatype-'time'
Q1863288 work-colleague
Q186290 0
Q1862434 knot-invariant
Q18621193 enlargement
Q186209 0
Q186196 Youth-Olympic-Games
Q18618644 Wikidata-property-for-items-about-works
Q18617000 toymaking
Q18616998 toymaker
Q18616317 0
Q18615777 Wikidata-property-to-indicate-a-location
Q186157 filename-extension
Q186152 array-data-structure
Q18614659 party-chief-of-provincial-committee-of-the-Communist-Party-of-China
Q186101 0
Q186075 contemporary-history
Q18604553 member-of-the-Texas-House-of-Representatives
Q18603649 influence
Q18603611 submission-hold
Q1859616 0
Q18592 frontotemporal-dementia
Q185905 0
Q185902 viscount
Q18587069 disease-of-non-human-animals
Q185716 manure
Q185715 0
Q185698 0
Q1856893 0
Q185675 0
Q185612 0
Q18560545 0
Q18560095 0
Q185600 portico
Q18558949 AS-61
Q18558278 orbit-sarcoma
Q18558273 hallucinogen-dependence
Q18558264 steroid-induced-glaucoma
Q18558241 endolymphatic-hydrops
Q18558233 partial-central-choroid-dystrophy
Q18558220 bowel-dysfunction
Q18558216 heart-aneurysm
Q18558206 blue-drum-syndrome
Q18558195 bacterial-conjunctivitis
Q18558189 ulcerative-stomatitis
Q18558167 nasopharyngeal-disease
Q18558161 benign-neurilemmoma
Q18558141 pulmonary-eosinophilia
Q18558120 epididymo-orchitis
Q18558119 acute-laryngitis
Q18558112 vesiculitis
Q18558103 nasal-cavity-neoplasm
Q18558101 mechanical-strabismus
Q18558095 lip-disease
Q18558089 histidine-metabolism-disease
Q18558050 parotid-gland-cancer
Q18558027 tonsil-cancer
Q18558024 sublingual-gland-cancer
Q18557997 viral-exanthem
Q18557979 recurrent-hypersomnia
Q18557973 soft-palate-cancer
Q18557928 kidney-angiomyolipoma
Q18557865 uterine-corpus-choriocarcinoma
Q18557798 supraglottis-neoplasm
Q18557796 thyrotoxicosis
Q18557768 benign-mediastinal-neurilemmoma
Q18557751 dendritic-cell-sarcoma
Q18557736 necrotic-uveal-melanoma
Q18557728 subglottis-carcinoma
Q18557727 carcinoma-of-supraglottis
Q18557720 retinal-telangiectasia
Q18557709 retinal-cell-cancer
Q18557705 non-functioning-pancreatic-endocrine-tumor
Q18557703 lung-hilum-cancer
Q18557677 meninges-sarcoma
Q18557669 intracortical-osteogenic-sarcoma
Q18557663 supraglottis-squamous-cell-carcinoma
Q18557661 subglottis-squamous-cell-carcinoma
Q18557633 acute-endometritis
Q18557625 endocervical-carcinoma
Q18557612 brain-ependymoma
Q18557611 central-epithelioid-sarcoma
Q18557602 malignant-pleural-mesothelioma
Q18557530 uterine-corpus-cellular-leiomyoma
Q18557448 glottis-squamous-cell-carcinoma
Q18557414 vulvar-seborrheic-keratosis
Q18557410 ureter-urothelial-papilloma
Q18557405 retinal-edema
Q18557401 eye-lymphoma
Q18557397 ureter-transitional-cell-carcinoma
Q18557393 spinal-cord-primitive-neuroectodermal-neoplasm
Q18557390 mediastinal-malignant-lymphoma
Q18557387 liver-carcinoma
Q18557376 breast-intraductal-proliferative-lesion
Q18557374 rete-ovarii-adenoma
Q18557371 childhood-pilocytic-astrocytoma
Q18557327 pulmonary-large-cell-neuroendocrine-carcinoma
Q18557318 nipple-carcinoma
Q18557308 adrenal-cortex-cancer
Q18557254 ovarian-mucinous-adenofibroma
Q18557236 childhood-brain-stem-glioma
Q18557228 malignant-melanocytic-neoplasm-of-the-peripheral-nerve-sheath
Q18557219 immature-teratoma-of-ovary
Q18557213 clivus-chordoma
Q18557208 cerebral-hemisphere-lipoma
Q18557206 heart-lipoma
Q18557198 gastric-cardia-carcinoma
Q18557190 transient-hypogammaglobulinemia
Q18557176 mixed-epithelial-tumor-of-ovary
Q18557162 mediastinal-neurilemmoma
Q18557159 prostatic-urethral-cancer
Q18557155 childhood-testicular-mixed-germ-cell-tumor
Q18557147 renal-pelvis-urothelial-papilloma
Q18557132 acute-stress-disorder
Q18557126 ovarian-mucinous-neoplasm
Q185571 0
Q18557098 aleukemic-leukemia
Q18557096 aleukemic-leukemia-cutis
Q18557084 renal-pelvis-neoplasm
Q18557082 renal-pelvis-papillary-tumor
Q18557061 penis-verrucous-carcinoma
Q18557058 ovarian-clear-cell-adenofibroma
Q18556994 sebaceous-gland-neoplasm
Q18556985 ovary-serous-adenocarcinoma
Q18556949 liposarcoma-of-the-ovary
Q18556940 ovarian-embryonal-carcinoma
Q18556929 external-ear-cancer
Q18556916 cervical-adenosquamous-carcinoma
Q18556899 trigeminal-nerve-disease
Q18556896 adult-acute-lymphocytic-leukemia
Q18556869 adult-teratoma
Q18556867 gastric-teratoma
Q18556863 childhood-neoplasm-of-the-testis
Q18556845 thymus-squamous-cell-carcinoma
Q18556843 rectum-squamous-cell-carcinoma
Q18556827 dysgerminoma-of-ovary
Q18556820 spinal-cord-ependymoma
Q18556808 ovarian-endometrioid-adenofibroma
Q18556806 fallopian-tube-adenofibroma
Q18556802 ovarian-serous-adenofibroma
Q18556791 extrahepatic-bile-duct-adenoma
Q18556784 lung-combined-type-small-cell-carcinoma
Q18556774 brain-angioma
Q18556772 bronchus-adenoma
Q18556739 fallopian-tube-germ-cell-cancer
Q18556697 human-immunodeficiency-virus-infectious-disease
Q18556691 central-nervous-system-vasculitis
Q18556682 demyelinating-polyneuropathy
Q18556678 monodermal-teratoma
Q18556657 endometrial-stromal-tumor
Q18556638 lung-leiomyoma
Q18556618 middle-ear-cancer
Q18556616 sternum-cancer
Q18556601 posterior-pituitary-gland-neoplasm
Q18556592 adult-pineal-parenchymal-tumor
Q18556576 adenomyoma-of-uterine-corpus
Q18556574 optic-nerve-astrocytoma
Q18556570 myelodysplastic-myeloproliferative-cancer
Q18556569 bone-marrow-disease
Q18556565 sclerosing-hemangioma
Q18556559 apocrine-sweat-gland-cancer
Q18556552 thymus-adenocarcinoma
Q18556551 breast-secretory-carcinoma
Q18556549 eccrine-adenocarcinoma
Q18556544 pituitary-carcinoma
Q18556542 esophagus-adenocarcinoma
Q18556541 urethra-adenocarcinoma
Q18556538 small-intestine-carcinoma
Q18556534 appendix-carcinoma
Q18556533 peritoneal-serous-adenocarcinoma
Q18556532 hemangioma-of-lung
Q18556501 cauda-equina-neoplasm
Q18556497 subependymal-glioma
Q18556477 diffuse-glomerulonephritis
Q18556462 mixed-testicular-germ-cell-tumor
Q18556454 extragonadal-germ-cell-cancer
Q18556441 perineurioma
Q18556429 extrahepatic-bile-duct-carcinoma
Q18556417 extraocular-retinoblastoma
Q18556416 intraocular-retinoblastoma
Q18556408 cervical-adenitis
Q18556365 cervix-endometrial-stromal-tumor
Q18556362 thyroid-sarcoma
Q18556333 renal-carcinoma
Q18556321 pancreatic-delta-cell-neoplasm
Q18556289 ciliary-body-cancer
Q18556278 polyradiculopathy
Q18556277 bone-giant-cell-tumor
Q18556257 microsporidiosis
Q18556253 angiomyoma
Q18556247 coronary-stenosis
Q18556240 smooth-muscle-cancer
Q18556231 childhood-infratentorial-neoplasm
Q18556230 childhood-brain-stem-neoplasm
Q18556221 articulation-disorder
Q18556220 blood-group-incompatibility
Q18556214 spinal-chordoma
Q18556212 skull-base-chordoma
Q18556195 testicular-pure-germ-cell-tumor
Q18556194 testicular-germ-cell-tumor-non-seminomatous
Q18556193 testicular-trophoblastic-tumor
Q18556180 testis-sarcoma
Q18556136 thyroid-medullary-carcinoma
Q18556123 lipomatous-cancer
Q18556111 bronchial-neoplasm
Q18556107 intestinal-pseudo-obstruction
Q18556106 functional-colonic-disease
Q18556092 seminal-vesicle-tumor
Q18556090 hemangiopericytic-tumor
Q18556075 external-ear-disease
Q18556071 intraventricular-meningioma
Q18556061 urethra-squamous-cell-carcinoma
Q18556042 extracranial-neuroblastoma
Q18556027 acute-sanguinous-otitis-media
Q18556025 anal-canal-adenocarcinoma
Q18556010 necrosis-of-pituitary
Q18556001 epidural-neoplasm
Q18555993 appendix-adenocarcinoma
Q18555968 brain-stem-infarction
Q18555967 pediatric-fibrosarcoma
Q18555948 iris-cancer
Q18555400 juxtacortical-osteosarcoma
Q18555396 bone-Ewing's-sarcoma
Q18555368 notochordal-cancer
Q18555364 mixed-type-thymoma
Q18555363 spindle-cell-thymoma
Q18555360 proliferative-type-fibrocystic-change-of-breast
Q18555353 bile-duct-rhabdomyosarcoma
Q18555351 prostate-rhabdomyosarcoma
Q18555338 melanotic-neurilemmoma
Q18555331 hypoglossal-nerve-neoplasm
Q18555325 brain-oligodendroglioma
Q18555320 skin-papilloma
Q18555316 squamous-cell-neoplasm
Q18555311 synovium-neoplasm
Q18555306 mucinoses
Q18555281 adult-astrocytic-tumour
Q18555263 breast-ductal-carcinoma
Q18555258 granulosa-cell-tumor
Q18555249 lacrimal-gland-adenocarcinoma
Q18555231 retrocochlear-disease
Q18555226 endometriosis-of-uterus
Q18555223 laryngeal-squamous-cell-carcinoma
Q18555208 cranial-nerve-III-tumor
Q18555198 lung-sarcoma
Q18555197 rectosigmoid-junction-cancer
Q18555194 long-bone-adamantinoma
Q18555186 bone-carcinoma
Q18555169 malignant-giant-cell-tumor
Q18555162 Leydig-cell-tumor
Q18555154 transitional-papilloma
Q18555144 parachordoma
Q18555142 ovarian-germ-cell-monodermal-and-highly-specialized-teratoma
Q18555129 glottis-carcinoma
Q18555125 glottis-cancer
Q18555102 alcohol-induced-mental-disorder
Q18555086 papillary-conjunctivitis
Q18555078 skin-glomangioma
Q18555063 West-Nile-encephalitis
Q18555060 arteriosclerotic-cardiovascular-disease
Q18555053 viral-gastritis
Q18555039 chronic-myeloproliferative-disease
Q18555023 ascending-colon-cancer
Q18555007 urethral-urothelial-papilloma
Q18555001 brain-germinoma
Q18554990 transient-arthritis
Q18554986 eccrine-mixed-tumor-of-skin
Q18554982 intestinal-perforation
Q18554979 vulvar-squamous-papilloma
Q18554972 reactive-cutaneous-fibrous-lesion
Q18554967 encephalomalacia
Q18554965 placenta-cancer
Q18554950 fallopian-tube-carcinosarcoma
Q18554931 sigmoid-neoplasm
Q18554923 skull-cancer
Q18554884 retinal-vein-occlusion
Q18554871 pineoblastoma
Q18554855 intraductal-papillary-breast-neoplasm
Q18554842 rheumatic-disease
Q18554841 communicating-hydrocephalus
Q18554836 head-and-neck-carcinoma
Q18554828 cecum-carcinoma
Q18554827 cecal-disease
Q18554826 cecal-benign-neoplasm
Q18554825 chronic-cervicitis
Q18554790 sphenoidal-sinus-cancer
Q18554751 parietal-lobe-neoplasm
Q18554719 chronic-purulent-otitis-media
Q18554691 ovarian-dysfunction
Q18554675 anterior-uveitis
Q18554669 paraurethral-gland-cancer
Q18554636 facial-paralysis
Q18554605 vaginal-squamous-tumor
Q18554587 malignant-secondary-hypertension
Q18554557 frontal-sinus-cancer
Q18554556 vaginal-carcinosarcoma
Q18554545 angle-closure-glaucoma
Q18554542 secondary-Parkinson-disease
Q18554531 benign-vaginal-carcinosarcoma
Q18554523 progressive-peripheral-pterygium
Q18554507 vaginal-glandular-tumor
Q18554504 gastrointestinal-anthrax
Q18554499 reading-disorder
Q18554450 benign-secondary-hypertension
Q18554442 severe-pre-eclampsia
Q18554440 deficiency-anemia
Q18554429 intracranial-arterial-disease
Q18554388 Guillain-Barre-syndrome
Q18554372 choroid-cancer
Q18554359 binocular-vision-disease
Q18554334 lesion-of-sciatic-nerve
Q18554321 labia-minora-cancer
Q18554301 retroperitoneal-sarcoma
Q18554272 specific-bursitis-often-of-occupational-origin
Q18554266 superficial-keratitis
Q18554265 sigmoid-colon-cancer
Q18554263 descending-colon-cancer
Q18554227 drug-induced-mental-disorder
Q18554224 trigeminal-nerve-neoplasm
Q18554210 labium-majus-cancer
Q18554201 tibial-neuropathy
Q18554108 acute-serous-otitis-media
Q18554099 abnormal-pupillary-function
Q18554089 subglottis-cancer
Q18554067 bladder-calculus
Q18554065 bladder-diverticulum
Q18554059 pituitary-infarct
Q18554048 transient-neonatal-neutropenia
Q18553964 age-related-macular-degeneration
Q18553927 chronic-pyelonephritis
Q18553904 acute-cervicitis
Q18553885 pylorus-cancer
Q18553874 adrenal-cortical-hypofunction
Q18553873 diaphragm-disease
Q18553850 epididymis-cancer
Q18553843 chronic-meningitis
Q18553836 parotid-disease
Q18553817 paratesticular-lipoma
Q18553795 ileum-cancer
Q18553792 long-bones-of-lower-limb-cancer
Q18553762 migraine-with-aura
Q18553761 ampulla-of-vater-neoplasm
Q18553760 ampulla-of-Vater-cancer
Q18553759 intestinal-infectious-disease
Q18553750 SOST-related-sclerosing-bone-dysplasia
Q18553679 integumentary-system-cancer
Q18553678 integumentary-system-benign-neoplasm
Q18553676 thoracic-disease
Q18553675 peritoneal-benign-neoplasm
Q18553665 brain-meningioma
Q18553664 brain-medulloblastoma
Q18553663 cerebellar-medulloblastoma
Q18553660 benign-glioma
Q18553620 autoimmune-disease-of-urogenital-tract
Q18553610 autoimmune-disease-of-peripheral-nervous-system
Q18553583 withdrawal-disorder
Q18553580 breast-lobular-carcinoma
Q18553561 vaginal-carcinoma
Q18553510 cranio-facial-dystonia
Q18553506 multifocal-dystonia
Q18553504 pyrimidine-metabolic-disorder
Q18553498 sinoatrial-node-disease
Q18553450 peripheral-T-cell-lymphoma
Q18553449 marginal-zone-B-cell-lymphoma
Q18553445 mature-T-cell-and-NK-cell-lymphoma
Q18553439 autosomal-dominant-disease
Q18553432 glycogen-metabolism-disorder
Q185534 shareware
Q18553358 infiltrating-renal-pelvis-transitional-cell-carcinoma
Q18553354 malignant-Leydig-cell-tumor
Q18553327 primary-congenital-glaucoma
Q18553249 opportunistic-bacterial-infectious-disease
Q18553243 parasitic-Ichthyosporea-infectious-disease
Q18553226 cutaneous-lupus-erythematosus
Q18553207 secretory-diarrhea
Q18552716 0
Q18552379 Cessna-402B
Q18552363 Cessna-401B
Q18552353 executive-transport-aircraft
Q18552029 carbohydrate-metabolism-disease
Q18546000 Office-of-Energy-Research-and-Development
Q18545066 stand-up-comic
Q18541467 Volvo-B7F
Q18539720 video-album
Q18538 municipal-solid-waste
Q18536529 2014-Dunlop-World-Challenge
Q18536132 coin-object
Q18536127 preliminary-hearing
Q18534310 Member-of-the-Chamber-of-Deputies-of-Mexico
Q18533987 ice-hockey-position
Q185301 History-of-Egypt
Q185243 0
Q185241 0
Q18524037 indologist
Q18524008 Grand-Decoration-of-Honour-for-Services-to-the-Republic-of-Austria
Q185196 midwife
Q18515440 0
Q185131 minicomputer
Q18510613 Member-of-the-Swiss-Council-of-States
Q18510612 Member-of-the-Swiss-National-Council
Q18510502 javelin-thrower
Q18510172 women's-rights-activist
Q185098 0
Q1850785 local-government-area-of-Western-Australia
Q18507805 Pfalz-D
Q185076 0
Q185056 radical
Q185055 0
Q185006 0
Q184940 0
Q18493502 suicide-bombing
Q184932 grammatical-mood
Q1849288 bounding-mine
Q184890 0
Q18487092 V-750
Q184870 Boeing-B-29-Superfortress
Q18481637 hand-held-drone
Q184793 computer-aided-design
Q1847901 0
Q184781 traditional-animation
Q184767 0
Q184752 text-based-user-interface
Q184716 0
Q184674 erectile-dysfunction
Q1846618 0
Q184644 music-school
Q184630 0
Q18458820 0
Q184439 0
Q184421 harmony
Q184418 coffin
Q1844066 0
Q184402 ayatollah
Q184356 radio-telescope
Q184296 tapestry
Q18421614 Category:Sweden-sports-navigational-boxes
Q184215 Thalamus
Q184196 baryte
Q18419596 0
Q184190 reinforced-concrete
Q18411470 0
Q18406159 lifting-equipment
Q18395734 0
Q183951 balloon
Q183888 software-developer
Q18380558 regional-turboprop
Q18380528 mainline-airliner
Q18380285 narrow-body-twinjet-airliner
Q18379650 national-nature-reserve
Q183770 0
Q183755 0
Q183731 memory-card
Q18370461 Beech-19
Q183670 chalk
Q18362 theoretical-physics
Q18360378 0
Q18353243 airborne-interception-radar
Q18352980 fictional-musical-instrument
Q18352926 Santos
Q18343 0
Q18342738 public-speaking
Q18341743 0
Q18341292 0
Q18340514 article-about-events-in-a-specific-year-or-time-period
Q18340432 genetically-modified-plant
Q18336255 New-Zealand-statute
Q18330719 administrative-territorial-entity-of-the-Second-Polish-Republic
Q18330530 0
Q183302 carbine
Q18328084 politics-award
Q18325892 0
Q18325868 0
Q18325841 public-transport-network
Q183252 0
Q18324095 administrative-territorial-entity-of-the-Palestinian-National-Authority
Q183171 toga
Q18300116 0
Q183 0
Q182973 0
Q182933 0
Q182925 fluorescent-lamp
Q1828555 0
Q18285142 oblast-of-a-union-republic-of-the-Soviet-Union
Q182798 0
Q182731 0
Q182726 genetically-modified-organism
Q182672 zoonosis
Q182656 0
Q182653 IAAF-World-Championships-in-Athletics
Q182634 rickshaw
Q182598 0
Q182593 illusion
Q18247357 group-of-structures-and-buildings
Q182442 plastic-surgery
Q182391 motorcycle-club
Q1823737 Text-based-game
Q18237 0
Q182357 0
Q1823435 reflector
Q182313 ternary-computer
Q18230293 fictional-historical-period
Q1822997 0
Q182290 customs
Q18227989 AEG-J
Q18227833 administrative-territorial-entity-of-the-Azerbaijani-SSR
Q182270 raster-graphics
Q18218093 etching
Q182168 nitrate
Q182154 0
Q18214981 HS-125-Series-3
Q18208034 0
Q182060 office
Q1820120 portable-computer
Q182003 injective-function
Q18199115 Orion-9E
Q18198888 0
Q18198588 0
Q181947 0
Q18193433 P-36-Hawk
Q1818899 settler
Q1818260 cataract-surgery
Q181822 napalm
Q181802 0
Q181787 android
Q181780 colloid
Q18177007 C-21
Q18176901 AS332M-Super-Puma
Q18176900 AS332L-Super-Puma
Q18176379 0
Q18175632 association-football-kick
Q181699 0
Q181648 0
Q1816356 line-transport
Q1816062 power-transistor
Q1816041 Primary-peritoneal-carcinoma
Q181600 0
Q1815895 0
Q1815675 amphibious-tank
Q18156052 Club-Class
Q18156043 Standard-Class
Q18156029 15-metre-Class
Q1815494 Schnapps
Q181508 extraterrestrial-life
Q181505 astrometry
Q181469 galleon
Q18145737 0
Q18142 tower-block
Q1814174 limited-overs-cricket
Q181417 0
Q181409 0
Q181395 magnetite
Q181388 0
Q1813737 Macular-edema
Q181339 0
Q181322 insecticide
Q1813068 0
Q181283 0
Q181251 Alouette-III
Q18123869 commissionning
Q18123141 V-1710-F
Q18121578 0
Q18120378 0
Q18117402 0
Q18117311 0
Q1811308 lechatelierite
Q18109 operating-system-shell
Q1810004 election-law
Q180987 0
Q180943 Caesar-cipher
Q1809112 0
Q18089655 Member-of-the-North-Carolina-House-of-Representatives
Q18089587 stop-motion-animated-film
Q1808578 0
Q180856 choreography
Q180778 cyan
Q180774 dystopia
Q180762 angina-pectoris
Q18071983 okrug-of-the-Soviet-Union
Q180711 0
Q1807108 shipping-line
Q18067639 member-of-the-Chamber-of-Deputies-of-Chile
Q18055161 0
Q1805393 lecture
Q180507 radiation-therapy
Q18049519 TVO-435
Q180481 ambulance
Q180454 cranial-nerve
Q18039177 fictional-spacecraft-class
Q180388 0
Q18037037 mismanagement
Q18029574 colleague
Q180204 0
Q18019961 0
Q18019760 aircraft-operator
Q18018031 TSIO-360
Q180174 folly
Q18015715 PA-34-200T-Seneca-II
Q18015493 air-combat
Q18015274 AT-7-Navigator
Q18015121 truncated-pentagonal-trapezohedron
Q1801244 zero-dimensional-space
Q18011181 gyroelongated-cupolarotunda
Q18011175 gyroelongated-rotunda
Q18011174 elongated-rotunda
Q18011172 film-project
Q18011157 gyroelongated-birotunda
Q18011141 fictional-military-organization
Q18011131 fictional-military-unit
Q18011108 death-of-a-human-by-animal-attack
Q18011101 0
Q18010882 0
Q180072 0
Q18003170 ramp
Q1800055 0
Q180 0
Q179991 biopsy
Q17991810 corporate-title
Q1799148 0
Q1799146 Irritant-contact-dermatitis
Q1799072 0
Q1798773 0
Q179797 thesaurus
Q179792 planetary-ring
Q17975155 BC-1
Q1797162 artistic-director
Q1796959 0
Q1796670 0
Q179637 prisoner-of-war
Q179630 syndrome
Q179465 0
Q179399 0
Q179294 Eunuch
Q1792535 art-fair
Q1792450 art-historian
Q1792400 0
Q1792321 Roundabout-art
Q179216 0
Q179179 0
Q1791627 0
Q179132 speleology
Q179115 0
Q1790740 0
Q179012 project-management
Q179010 0
Q1789829 digital-geometry
Q17898 0
Q1789751 crocodile
Q1789476 bibliographic-database
Q178947 0
Q178921 0
